Spectrum Title,HTML Description,ASCII Spectrum ,ASCII Spectrum Error Bars ,ASCII Wavelengths ,ASCII Bandpass ,Full Range Plot,Range 1 Plot: 0.2-1.0 microns,Range 2 Plot: 0.2-2.5 microns,Range 3 Plot: 1.5-5.5 microns,Range 4 Plot: 2.5-25 microns,Range 5 Plot: 4000-50 inverse centimeters,GIF Wavelengths  Plot,GIF Bandpass  Plot
Xylene(s) ice 77K            ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Xylene(s)_ice_77K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Xylene(s)_ice_77K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/errorbars/errorbars_for_splib07a_Xylene(s)_ice_77K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Xylene(s)_ice_77K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Xylene(s)_ice_77K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Xylene(s)_ice_77K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Xylene(s)_ice_77K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Basalt BHVO-2F 100%          NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Basalt_BHVO-2F_100%_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Basalt_BHVO-2F_100%_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Basalt BHVO-2F Htd16hr 480K  NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Basalt_BHVO-2F_Htd16hr_480K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Basalt BHVO-2F Htd86hr 480K  NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Basalt_BHVO-2F_Htd86hr_480K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Acetone 85K       NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Acetone_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Acetone_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Acetonitrile      NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Acetonitrile_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Acetonitrile_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Acetonitrile 85K  NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Acetonitrile_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Acrylonitrile     NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Acrylonitrile_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Acrylonitril 84K  NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Acrylonitril_84K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Ammonia           NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Ammonia_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Ammonia_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Ammonia 86K       NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Ammonia_86K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_Benzene 84K       NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_Benzene_84K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_Benzene_84K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_BenzylAlcohol     NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_BenzylAlcohol_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
BHVO-2F+4%_BenzylAlcohol 83K NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_BHVO-2F+4%_BenzylAlcohol_83K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
