Spectrum Title,HTML Description,ASCII Spectrum ,ASCII Spectrum Error Bars ,ASCII Wavelengths ,ASCII Bandpass ,Full Range Plot,Range 1 Plot: 0.2-1.0 microns,Range 2 Plot: 0.2-2.5 microns,Range 3 Plot: 1.5-5.5 microns,Range 4 Plot: 2.5-25 microns,Range 5 Plot: 4000-50 inverse centimeters,GIF Wavelengths  Plot,GIF Bandpass  Plot
Triphenylene SA-T82600 85K   NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Triphenylene_SA-T82600_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Triphenylene_SA-T82600_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
L-Tyrosine NF                ASDHRb AREF,D:\usgs_splib07\../HTMLmetadata/L-Tyrosine_NF_ASDHRb_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_ASDHRb_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_ASDHRb_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_L-Tyrosine_NF_ASDHRb_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Tyrosine_NF_ASDHRb_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Tyrosine_NF_ASDHRb_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
L-Tyrosine NF                NIC4bb RREF,D:\usgs_splib07\../HTMLmetadata/L-Tyrosine_NF_NIC4bb_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_NIC4bb_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_NIC4bb_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Tyrosine_NF_NIC4bb_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Tyrosine_NF_NIC4bb_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_L-Tyrosine_NF_NIC4bb_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_L-Tyrosine_NF_NIC4bb_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
L-Tyrosine NF 85K            NIC4bb RREF,D:\usgs_splib07\../HTMLmetadata/L-Tyrosine_NF_85K_NIC4bb_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_L-Tyrosine_NF_85K_NIC4bb_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Uracil SA-U0750              ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Uracil_SA-U0750_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Uracil_SA-U0750_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Uracil_SA-U0750_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Uracil_SA-U0750_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Uracil SA-U0750              NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Uracil_SA-U0750_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Uracil_SA-U0750_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Uracil_SA-U0750_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Uracil_SA-U0750_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Uracil_SA-U0750_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Uracil SA-U0750 75K          ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Uracil_SA-U0750_75K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_75K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_75K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Uracil_SA-U0750_75K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Uracil_SA-U0750_75K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Uracil_SA-U0750_75K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Uracil SA-U0750 85K          NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Uracil_SA-U0750_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Uracil_SA-U0750_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Violanthrone79 SA-641790     ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Violanthrone79_SA-641790_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Violanthrone79_SA-641790_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Violanthrone79_SA-641790_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Violanthrone79_SA-641790_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Violanthrone79 SA-641790     NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Violanthrone79_SA-641790_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Violanthrone79_SA-641790_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Violanthrone79 SA-641790 75K ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Violanthrone79_SA-641790_75K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_75K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_75K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Violanthrone79_SA-641790_75K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Violanthrone79_SA-641790_75K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Violanthrone79_SA-641790_75K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Violanthrone79 SA-641790 85K NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Violanthrone79_SA-641790_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Violanthrone79_SA-641790_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Xanthine SA-X0626            ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Xanthine_SA-X0626_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Xanthine_SA-X0626_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Xanthine_SA-X0626_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Xanthine_SA-X0626_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Xanthine SA-X0626            NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Xanthine_SA-X0626_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Xanthine_SA-X0626_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Xanthine_SA-X0626_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Xanthine_SA-X0626_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Xanthine_SA-X0626_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Xanthine SA-X0626 85K        ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Xanthine_SA-X0626_85K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_85K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_85K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Xanthine_SA-X0626_85K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Xanthine_SA-X0626_85K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Xanthine_SA-X0626_85K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Xanthine SA-X0626 90K        NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Xanthine_SA-X0626_90K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Xanthine_SA-X0626_90K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
